time,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6
2018-02-05,45.30150374269739,51.52790200987581,72.06801525364844,48.858883395895596,55.229037599676715,46.50934722638923
2018-02-06,56.54925196006573,67.21399020038405,82.50750074936963,69.73209423746246,76.5619405258027,92.51730260527017
2018-02-07,46.74384060936006,69.04206663713472,65.59434218375004,60.312053597982185,81.44413005948199,94.64012737190704
2018-02-08,47.12044184858913,50.76905986428425,73.94434844763543,60.90606116898405,76.57760238543072,64.14377106754327
2018-02-09,50.265340095760614,49.86983405327298,52.414900986373596,47.29224621652165,67.57873519085135,42.30300946129487
2018-02-10,50.19141952844047,39.78038171413235,45.134312288467754,44.05845616719083,37.68176816080837,25.25316168679462
2018-02-11,48.3909293074208,38.39006716846317,32.64771831298281,42.79338394013321,39.71470825398978,32.82698039709966
2018-02-12,51.05167536045228,52.57523859825055,55.04851151551457,65.11259604374618,58.99623938661991,60.60440742275462
2018-02-13,54.21962056201661,60.07924181003854,62.44409231055899,85.24968479518361,82.04434132184346,84.79432466981757
2018-02-14,49.36571073057834,78.65466781649044,77.10782115625241,86.99507140804306,78.4098344316476,86.83941806065603
2018-02-15,50.374120233190986,61.39596565922603,70.97256718920116,71.79937276620082,73.6761106648087,69.69072275243661
2018-02-16,47.1855655329086,41.8210164391628,36.096714736379724,51.09880990133109,55.32802142668903,49.25090922434907
2018-02-17,51.98809733662469,41.18719663053941,42.3590971212573,32.54039155201367,39.999176875831054,37.397696971184764
2018-02-18,49.45117212882066,52.59870477767066,53.206410788456644,50.222429771637096,47.30370861397012,38.76019016839456
2018-02-19,43.0092223782368,66.92847783937366,55.7810580795745,73.36376305175094,66.73165312249085,77.25256804997714
2018-02-20,57.5355006010495,52.925736878986356,74.07050491447274,78.34821072554895,66.45426795353274,94.33869102843778
2018-02-21,55.018209404966555,53.31718734895697,74.58914685219696,95.00442760840862,93.05016534800488,79.20981632715802
2018-02-22,50.7693142613733,70.51708041258456,66.67235979460163,56.948954472788905,67.98607356948365,84.25302181147944
2018-02-23,52.722932531218845,52.90806114203381,49.51058647364054,42.870136451086395,42.81570809462459,59.30960558616929
2018-02-24,52.02841149516698,39.840167758067636,34.77467175464196,48.30885971221663,29.555798258169084,33.06045016315428
2018-02-25,52.55547363719077,50.14255158629716,38.265580194985716,47.478489717729474,48.44753298585793,28.62938664652639
2018-02-26,47.78932274910676,39.03785798806373,62.80149910327468,71.47779810271342,62.16020220309095,67.3755533302775
2018-02-27,54.52493258169526,62.90642966681722,69.8365968922494,76.50954515463708,68.57436253439823,90.78009703386803
2018-02-28,58.75071131614763,66.99808567997822,71.87964529862862,73.7244451038916,92.90638361473877,85.4711735170218
2018-03-01,59.177217565415695,65.26109173567598,62.01647120929464,68.4263594054494,62.329090898159365,66.04252276083895
2018-03-02,47.40897808956716,44.90081293497334,49.96096633488303,40.80298307420359,55.17134640506431,53.88683829166034
2018-03-03,46.08008548540718,45.96736826769378,51.290967749373195,33.37872473372731,42.851082155171774,36.55410970304697
2018-03-04,42.49697229899785,41.77493969296344,44.42560323303562,54.06287685133866,53.69831730119963,40.85431019301326
2018-03-05,46.12849995641882,56.76663035646046,49.088598449996454,68.84772063556316,81.35445489168319,67.87455434271475
2018-03-06,60.252237424675094,57.885242078763156,75.52980215721621,80.41373271767168,72.55908020201151,81.21103488929101
2018-03-07,63.98864348001398,62.94274715182399,72.02261177913124,67.75429009757511,89.23376242557336,93.68855797166071
2018-03-08,54.04687165901282,54.089715644667166,65.79449771002194,68.10060866257697,73.87316462699411,87.20429021447397
2018-03-09,54.92427275995348,55.22898347043453,63.924715094499334,44.0750528078318,58.86369805956499,52.545888039262046
2018-03-10,48.91259731400444,50.93066961284072,44.37624427989944,52.60797993578957,43.664738289713966,23.41496522641388
2018-03-11,44.89331391141628,46.23512520506835,49.33724052462971,42.37928646625855,43.54622629433997,41.516155642104785
2018-03-12,54.00095789000761,55.76766720908586,50.7471507531584,53.922468013960895,62.31385129877559,59.18922086917129
2018-03-13,63.95837349761808,54.8581432511927,69.29290383675945,78.46820740844416,75.72722616113849,96.05806768825857
2018-03-14,57.100987093226436,63.87403781644123,78.21243842000106,77.09875385401887,99.50212135657661,102.33854968498365
2018-03-15,62.29686387711539,60.03241654338332,55.15865160322298,83.51164253822331,81.36937740137539,66.36196404315214
2018-03-16,36.868615002056615,67.30417190027667,54.531538279325936,48.64703549724415,64.0670424645698,64.6794114296863
2018-03-17,51.26863219775889,39.35354307161403,45.66196233801172,32.62882430607726,39.74796368427717,30.02131631904098
2018-03-18,48.602783846381534,56.6613567368654,48.02041623915288,30.42901350473054,41.59588472408516,62.80797164631865
2018-03-19,50.74147715826929,61.74082984580178,66.66026619745848,62.94160031305822,57.33567764522575,70.34048902539737
2018-03-20,56.76339352284774,65.44287589070257,73.55418998739813,74.28989430673745,89.73420282284947,81.82439719952406
2018-03-21,47.37250513223418,76.42105213882078,84.65668895514892,71.32018133242049,81.9518537882768,88.59593975107106
2018-03-22,53.39932235651606,62.751316050860595,59.43738275049235,81.66274733810621,94.54295347231155,87.26011206844623
2018-03-23,51.77071553209448,54.0871601820997,54.40506652967003,60.346435290542125,44.67647626815397,53.9693931404269
2018-03-24,54.560152020964225,45.86711451472814,45.857318239894774,44.055464339244075,45.61215883720285,40.933260172579224
2018-03-25,45.581485368995935,55.365853865494266,40.53783156430327,59.00099986616385,62.186225514615735,64.06393958728036
2018-03-26,48.19303740618852,62.47425009540146,66.36694549762564,68.89767315316327,72.97878200180337,64.51903792912645
2018-03-27,53.78847907148804,60.128321274386735,87.74001771609596,72.58732508348292,88.60070105713366,95.53430672375862
2018-03-28,61.87369953573704,58.06470715513061,74.4267304494013,74.7977660238077,83.07847475438226,114.823601946822
2018-03-29,56.12142450704955,59.399161227809905,70.14459839422061,79.02810409426138,65.92295828696665,87.05656371161709
2018-03-30,47.30997194780172,47.037807099711785,54.243475936692526,58.489874995595,63.79859380267784,42.35146119615962
2018-03-31,49.704259476032014,45.87797070468076,40.45048277100441,45.92475344602759,57.09635145204988,47.45153711319792
2018-04-01,48.61907392135341,55.509773655512845,35.43805606938186,41.57502704542929,44.49556315246734,36.76664316173124
2018-04-02,57.03318015968162,53.19973563195493,54.87444450412165,68.6966049084002,57.66492732464368,86.00272166708544
2018-04-03,52.735041443415234,63.66094793816768,61.84676642109562,73.33681234647214,65.19441093824837,87.09176086858554
2018-04-04,55.60000833555513,66.3512118090044,86.5788344056519,82.48123594354787,83.23500746742995,130.66857059001512
2018-04-05,52.452342370793595,65.71789050154132,65.88919601931288,84.22036398862014,77.57178131380654,99.33604673087432
2018-04-06,42.56999491710644,38.35433468086542,51.29708602457162,50.16777568683687,71.46480469288035,50.724751063935315
2018-04-07,48.54090325642372,42.60392132567698,51.717489561234906,32.0933199543053,49.77252462075413,42.83370553273498
2018-04-08,49.354927220664216,49.32522912347986,40.360126785110424,40.012055861768786,51.33303007893374,56.13158036294583
2018-04-09,52.12507645317256,63.10378677650547,54.456998405242146,71.8478162838655,64.42622568348379,79.93228637655156
2018-04-10,54.97552053697208,60.91363827499332,72.05836775175833,81.45405473279327,82.14906882053194,99.86743942392089
2018-04-11,50.05821792299724,54.678336791226194,81.8241118351549,82.27654424935778,104.76118520147234,113.58135670834548
2018-04-12,52.20002219944344,64.26758376429245,70.16061930515487,68.55756469059975,80.41869462807256,83.48159644957317
2018-04-13,48.05798759249353,47.9329615633993,55.391942881617716,59.29794908406798,38.135590271246244,55.03547574186016
2018-04-14,42.92654449784362,39.003070473400896,45.956707839983316,37.820184469400765,37.60777783714505,39.13955924185901
2018-04-15,47.114505227205726,44.19591458223434,50.91187718063554,50.788776657656584,40.78771809846733,57.11644783911117
2018-04-16,53.9847177080509,54.66816764991552,61.11588041967514,57.929705036245565,63.00449968406595,75.64811767266846
2018-04-17,65.43803054024808,60.096176413162695,64.23279752375049,72.09661874173601,92.32659516930171,98.22069904197569
2018-04-18,57.860317219228556,52.551474356851514,74.78756511740171,78.04480662119526,90.9755603886242,108.83917748227644
2018-04-19,55.437091956130885,65.76660138414286,58.95689252345346,69.43974263320257,77.72194694393585,63.99124760817763
2018-04-20,49.23918128293721,59.21699555967318,54.02681413550285,54.81275931637048,68.65154396716969,61.55738841208622
2018-04-21,37.177711628123156,49.86058458567898,41.83267610764379,46.260742991973984,37.14250486947046,44.511653368204946
2018-04-22,47.615815958385596,40.91408401266963,65.65506775688937,18.576459547158436,65.0003478980764,64.90244567768416
2018-04-23,52.086911058944686,54.35247032445395,59.17615082407665,57.03444169837048,61.5600146910933,56.35613784080236
2018-04-24,68.13848538413795,63.45956815541786,61.346053498251806,75.83733887886855,87.71426427616879,110.48968784764693
2018-04-25,55.83470829985826,69.13970745908722,73.2410013805867,94.85344015159285,89.03315267225841,101.21533243863749
2018-04-26,55.46010864476109,64.14440674045547,69.80570689471493,63.447591552140125,79.1164421108617,88.93072897045182
2018-04-27,49.23486847759375,46.90102523950624,64.85260698156313,56.12690022776221,60.39424426514209,74.71982509949432
2018-04-28,40.7192178666163,46.16998924566625,40.73332386535999,55.935140995288656,46.848690691412344,47.40261893203267
2018-04-29,53.24760476444206,50.19876519614715,36.44725614089778,37.154268577663615,40.949103283041964,51.65243422984154
2018-04-30,55.32463841170462,63.99964402814556,64.80082855387302,66.19908325887204,56.9714549875267,73.46491092067869
2018-05-01,59.55080029898239,67.41751948785242,61.12193081188336,72.08053377739253,108.8874449043096,89.44887691349201
2018-05-02,52.01714044546716,69.96165028907521,70.72053538906262,78.28203897613152,86.62728412256158,99.50831249979949
2018-05-03,60.728155004321394,60.306372043768924,63.94332327941419,65.14643370181004,83.68971389689234,141.7869073512719
2018-05-04,42.1552802192554,59.42664873026619,52.211352609758,48.431113859770264,41.287492761878426,122.38286645367876
2018-05-05,49.247349878740245,47.783297123474824,49.226776708301095,65.18957863001162,39.76347404406033,83.27059471718258
2018-05-06,58.230626453723026,41.92424290745224,42.26551015427083,53.83119193225917,45.8909052262698,116.74134975926644
2018-05-07,46.35160531980991,63.309708481459616,56.677286979015946,71.25707148482452,70.61455532467681,134.59445636150028
2018-05-08,52.497978104477156,66.99188044904649,70.18054124003005,81.80912267723988,61.11161106372707,155.65940717710743
2018-05-09,56.79073127612097,62.17234283178529,74.29918118226254,68.82232666973789,91.7067578380741,166.69686614585822
2018-05-10,50.919832110470665,56.51918488521848,65.89406401572758,74.0632947328144,66.25131807312498,133.67828848744693
2018-05-11,41.12893675612653,52.325631680620816,55.19784917628925,62.180997382519244,57.85170348854473,141.16212911784032
2018-05-12,46.36835192638629,47.675791416086355,49.741123244459814,35.878196476779436,32.103797471788,104.61248844713232
2018-05-13,41.67412103288149,47.836290668318696,49.21579821590058,54.06904299824204,38.46188477052581,44.3696821771536
2018-05-14,53.374424912793955,56.3090414969605,61.16988120070784,67.32877404276755,62.99717909745858,59.50516731746035
2018-05-15,50.429473349634364,72.54597260536914,58.591441703523586,91.9207050769166,75.21874783279654,92.57873051296603
2018-05-16,63.734295108880524,70.79183576292398,72.97554113986229,77.54188990076456,84.98343942170776,111.65763023133621
2018-05-17,49.208183801324196,60.06226697266139,67.92336656455578,61.31535390129811,64.88645151459033,91.63317056731078
2018-05-18,46.95434929785092,55.706834830276264,56.5917360455935,49.87826449382227,37.43833524012854,63.64564149147408
2018-05-19,49.77076246004039,38.20495853205717,38.31714421999726,53.34509316497318,49.573442683174264,44.30816917690665
2018-05-20,40.50426837117686,48.53429200201594,41.16967064296046,30.856011051023508,33.455015177234785,41.02216788601248
2018-05-21,51.81209988059852,64.78214317810667,53.27812041135873,44.26589941813226,62.787449812681274,53.4100261340227
2018-05-22,61.22611026645947,60.5141439671334,72.7106274645017,76.92066225170637,90.37938590519921,89.05492108966976
2018-05-23,47.606552183793276,58.74419462106474,79.13675580845707,76.42715690742332,82.62069214448637,94.12933237852943
2018-05-24,53.702588218124355,54.46472939705821,60.97738410311551,69.22469667160948,67.07095650612078,90.43640968314115
2018-05-25,49.51474428842732,42.97153053247704,57.095063818021586,59.38364745027555,54.82270116854297,56.84454144233993
2018-05-26,49.258751603456446,39.133598670715834,43.26576965418315,36.47338909599234,49.302398111632954,53.59206672992977
2018-05-27,40.11616860719589,43.35762513346005,44.13863414681642,29.516512284512206,33.4046645647511,55.18313891432499
2018-05-28,43.71080581278575,44.91889034877762,55.030952063968904,76.17027284704304,61.83359445705321,61.923747566917996
2018-05-29,56.934435778226174,61.33432994837092,73.38420712486841,67.21374027822557,66.78098096131994,71.66795213649948
2018-05-30,56.75935345540407,68.65424722553018,73.36946821867706,70.4665336080921,83.3675912780697,108.87513486475197
2018-05-31,53.65856382556784,52.33387143969998,78.94011575370453,76.94883168558843,73.5380797876229,92.05157068527511
2018-06-01,49.57056068585845,58.02091451104299,43.94264930085515,47.68702738273328,43.80973852735011,38.5762159328016
2018-06-02,41.56890248007791,46.295720052177586,45.18644500834506,39.314555710898404,33.82532549809527,51.02801850273255
2018-06-03,47.07807092784239,51.1460506938257,40.45224732743407,47.276912908230976,29.934623338628374,45.47560069736459
2018-06-04,51.390915915280914,48.780457557039945,49.56362310676399,67.3837833030362,62.54215146152927,66.52178540282408
2018-06-05,50.3621138845321,65.73640758113294,67.21009428687896,71.41161095528973,90.5220139094836,104.17390324821847
2018-06-06,64.20921897016719,56.05126774293912,71.17065254388768,89.97357895566958,75.66371559460978,106.8542150062733
2018-06-07,54.37804970585906,62.478019886089655,82.54612083258382,49.89558180594875,66.24254566793047,83.34072274606882
2018-06-08,41.48155371010522,49.28640329899996,47.71985998639277,55.69230187433032,54.625845875650725,55.32247658766258
2018-06-09,47.84860944499489,45.894853361732935,32.7405184330563,31.9450537153063,47.434329205645355,40.43438514593633
2018-06-10,40.637371755575714,37.24779430585391,45.15143281001408,53.2212829348978,27.74338824219202,35.97210404613786
2018-06-11,53.452216017409214,46.69045248599237,40.201813951457474,58.66930371698792,58.88946947719974,62.666171288681575
2018-06-12,59.31545034954197,63.52084134342457,65.71038201420357,67.5035834263084,82.11617531688927,77.28974574160804
2018-06-13,50.362999357772196,56.236006882556985,69.38182699112717,81.91431570705473,83.15437128472334,88.34899312192083
2018-06-14,56.409395113892685,59.23420461265334,66.73442177321428,72.91560313153688,48.0784631726044,71.41887725964077
2018-06-15,49.083272525098785,39.36638230380527,54.87069876001448,53.528164467449315,53.12437098907625,42.48142866909048
2018-06-16,48.25520941094091,46.973846148717946,36.16669657861575,29.19400625565477,48.70030475406545,33.86905975137731
2018-06-17,54.571686590628566,36.21149417387703,41.21973092925122,37.132977209403116,40.722456580058385,34.95160469765635
2018-06-18,47.864772826502296,54.67596616176146,48.38918318305316,56.2544745606305,49.60913016274968,66.4464601061919
2018-06-19,49.32679595147439,62.988782263011544,57.47974835380987,71.3033759146878,73.42106525951495,68.28544402387018
2018-06-20,49.590032671862716,57.03942612951943,70.45570226621324,81.34910782361128,98.46448353756585,88.73099832825467
2018-06-21,47.082952641512634,59.237734827689344,51.26890276050699,48.38378796836499,77.01333348479383,74.57593025710929
2018-06-22,46.20175135105146,48.41932764095671,44.16004407428043,49.79429019595509,52.82109063289545,43.89405303976043
2018-06-23,45.41707005537507,37.93628185781076,31.728176944475457,33.83256664195234,36.673014237903445,28.934821670570642
2018-06-24,46.03619440157492,36.837117002596194,45.12045930508816,33.012549553703124,32.15454749183364,20.488026096382427
2018-06-25,52.79137354033594,38.86571487619687,65.35694190848652,49.05762385364731,55.51000804443801,134.11864222735906
2018-06-26,52.723063663439625,60.60990414745254,55.256544959762415,68.62305619339716,75.75828112490635,160.10765067156984
2018-06-27,60.86679490496378,51.10616627161482,54.30367557083374,45.244235485499686,85.89665086249286,163.9166771092573
2018-06-28,49.39929090698471,55.59069969979381,58.29537115530711,57.59074708529018,80.8145286801602,152.758896183737
2018-06-29,59.747837365535204,44.54739217421581,46.155427211558575,38.80794119921634,55.532386713702174,118.12194533451184
2018-06-30,46.39864875057888,44.51416099140866,39.20597421029844,39.10661706460401,19.09377228638562,104.54759613911978
2018-07-01,39.92533443362944,40.344923415209344,37.12757419445479,31.965851319038507,38.520639552383436,106.9998020614214
2018-07-02,42.858866563761254,47.93252996278112,50.32009612548102,51.964123573798446,62.3434305725643,135.53666606802273
2018-07-03,54.62788810603555,62.170188778801624,65.91669616730447,81.36352184861373,80.42478535203139,135.96423998294256
2018-07-04,52.03899272225601,61.77172171662065,73.53342969961436,80.69254549230368,73.68141657372037,148.14874142635455
2018-07-05,53.84958030008762,56.181607928294625,44.459316354414995,69.10334817065495,91.85439916379165,85.35467902722252
2018-07-06,48.0701134145373,48.20958892259372,42.43783885933968,40.499320799756305,32.36639680842521,18.615937948375592
2018-07-07,42.4631426064844,30.491854974985586,38.1470108780179,37.87260809920712,20.51254438657785,25.472886521671857
2018-07-08,39.53428056636849,45.9642105372633,32.80141732198083,35.22346973284792,37.00078168972596,44.27640485508334
2018-07-09,40.196481993759114,52.850827278829776,62.818956788725174,50.80189520960476,73.15879875512336,54.84483613369721
2018-07-10,49.54071271629875,50.9463963705054,57.873541850512716,70.98984843796764,65.72610627159004,74.80487667089174
2018-07-11,56.99654460238623,57.56537079345458,64.9400652812862,66.65072137714981,75.35122600324424,85.50002918750673
2018-07-12,50.90888307581788,53.31847452581676,61.01724891745698,72.52044784041581,73.72509928797798,64.06733020667235
2018-07-13,39.034770300549006,43.85803084019675,39.86391617691711,41.91124315265528,42.10485264792506,41.64573452984161
2018-07-14,43.2535427037627,40.981073487478774,22.709212835117658,37.17238431338666,25.659208046001044,18.162532854026722
2018-07-15,45.25610834750558,49.286118174818974,35.21424440449566,47.44019874353003,38.403005389064276,41.767449506611484
2018-07-16,42.91373372820759,54.94308166509202,56.897450792500926,59.3286326185613,54.97912896956212,68.14315178910064
2018-07-17,52.10535510577984,48.451888628618484,58.95708356783325,55.15021785751059,80.95024729559103,75.66078900903902
2018-07-18,52.57028410019089,62.043437529230054,58.30167175582436,73.6999090949983,87.79741046890796,68.48790146039576
2018-07-19,43.689608622121966,60.81175014049185,62.606374155335885,66.10153882539987,65.22959040042217,60.51499314868866
2018-07-20,46.61991033079106,46.272574587883724,40.69335271349064,49.052258316047066,43.33543528381285,37.66078429693666
2018-07-21,44.76064088694084,44.813599175188706,31.07457349317447,22.050338884782178,29.04951489493085,28.224328061254518
2018-07-22,48.315535492964145,52.06464427164319,38.27641500187607,29.276855580034916,36.17452246156921,18.782957540369665
2018-07-23,52.174572950785716,53.89135304877031,54.10724798621545,57.7765706174406,51.49172368189652,44.41167296725552
2018-07-24,44.02281424847416,57.12138833869125,77.01351765745915,59.079562657002256,70.14874074393795,80.30527393214851
2018-07-25,47.16654176983826,63.88580695282592,69.04939084683194,66.50303176826814,85.43146394184055,89.95734543425007
2018-07-26,51.55816248611552,53.01586716917123,63.28373458105767,70.67084018176624,74.60945807491699,57.76519789997679
2018-07-27,46.980632906551705,43.40786775569699,38.511664950914025,40.311607903157515,25.65044070217837,24.409073216225174
2018-07-28,44.11499324843843,35.47649670238148,26.51604245293023,23.928153391801498,25.732513204216747,54.26415702007968
2018-07-29,61.74938290310108,48.6935087354997,36.7250318895791,26.307249501611352,24.105634826005506,34.96423023057934
2018-07-30,49.34797298676871,42.16547288306326,48.528045377797554,51.28671018418075,46.74020919318061,47.71601435040379
2018-07-31,56.1795598176131,64.15183350760243,51.86545972330284,53.323507398411834,72.3333476640794,82.18682986673419
2018-08-01,56.218959543730676,59.95189017875633,61.113163759547746,65.74754545720307,79.25645943280372,77.63753062238234
2018-08-02,51.83603903160591,43.09366744840039,57.049819318930396,59.566286977845316,58.538663629514836,70.98296411459829
2018-08-03,42.434365229328215,44.81903900660986,43.6744673887472,49.9351712025436,20.595919637752758,37.68242663201099
2018-08-04,44.936618841217474,24.339438981477347,36.334250983451774,33.942445941357775,15.569131481154606,20.700510845545445
2018-08-05,38.22672397545973,42.42680573180057,37.44169883613159,26.487505145568615,36.99972685715459,24.378318725711978
2018-08-06,44.917754810258245,51.754465133100176,43.35442734180958,56.93664601952415,23.518054255181333,34.313882241179236
2018-08-07,47.686539288649776,50.777012395821345,54.95305466851711,60.4897768671684,78.05654408550599,91.29835960837836
2018-08-08,51.47333904687431,57.0741875812205,53.092830571373796,56.75105222592914,76.59809919705657,67.9074512546782
2018-08-09,59.77087865306797,62.60150347784387,65.90351465989517,54.448156436011,70.0858728752907,47.17219731350069
2018-08-10,34.29646613210067,38.97275719064772,40.41185846215815,49.98533205855885,34.73876687165511,32.44181625503938
2018-08-11,44.198823049351255,29.987465759317825,30.407023423327225,28.876304398589326,4.429664078964915,8.676408813138265
2018-08-12,33.656778799784504,46.9724475476124,28.09119080149884,31.26719204499816,31.55056768859886,23.522284986541703
2018-08-13,43.375544291839304,57.634880100496815,66.65217482209516,59.58899113105556,58.4185803596136,54.213069196518234
2018-08-14,55.19540124050151,53.77734683501533,50.247693999984946,50.432423007924214,74.47616991476269,80.44114701083834
2018-08-15,51.0266817415655,61.83361868454598,57.705989971022696,55.36494435329985,64.7463656136908,84.06428312786323
2018-08-16,42.454282721515746,58.36543592592012,55.555437063076496,41.92680613180551,57.844699431882624,56.33427490587893
2018-08-17,39.70588604710396,37.00060177579572,43.765988464950986,40.50661299261393,30.574336942558098,33.70896442367488
2018-08-18,43.81939801855165,32.88575748752683,37.94585656731412,27.94846042358108,14.473704951382846,21.037501732811396
2018-08-19,37.72676855782867,44.932967669880604,46.51811775307486,42.58804079305585,35.16180578471011,5.154553279208567
2018-08-20,46.480176930762504,55.4434265678223,48.93081748585264,47.53554655854689,35.07652245756991,51.76019230398003
2018-08-21,49.64570372281605,56.61532803999279,49.66717283380996,57.76407652394273,57.038928490085716,54.66040163727222
2018-08-22,47.11906984911005,49.97786358992575,58.2211899280327,64.79609590015812,59.72633153866102,95.09253447333191
2018-08-23,58.23918708076903,61.74004585782786,54.12499265567975,54.94546281815258,42.62633816285484,54.14479945906252
2018-08-24,46.13320483646171,37.78011768801034,53.38159360351043,23.320081694765022,35.68541649336179,30.1913496527023
2018-08-25,29.981720202950036,33.3066837354133,20.809350371958416,47.48671916181159,31.32192215822979,8.116825884610938
2018-08-26,42.001788079977466,39.13128960346006,41.650905184840724,33.61175666506121,23.944528276234514,15.316464854277022
2018-08-27,41.784828125243095,54.19760872438173,46.02968857318266,46.493815332652964,31.371857047337606,67.707983825962
2018-08-28,53.380918620947355,57.91110366870595,62.32154232845606,65.16428332905556,71.73655233074376,77.57916401386551
2018-08-29,46.120474068260854,57.305180666993365,58.71814804612203,69.72256180111309,83.95248455716325,58.168882344323265
2018-08-30,46.65695563308601,52.16681177424192,45.50060262875678,52.165070777627925,49.3661458702393,72.2340704269681
2018-08-31,45.20494711400564,40.80672336571498,43.60293562965418,30.950348937080292,29.22993028270727,43.005046277191255
2018-09-01,44.157903096656284,38.2564550374119,34.63335623503289,29.926435360362362,24.704349090752856,12.06519449050814
2018-09-02,34.795083096854775,21.500546200879214,39.51133519327663,31.886137473851335,39.42636974459549,23.777816969739767
2018-09-03,43.15371758889607,42.70430023470534,44.16711513023709,37.70342313730205,39.4925377422408,43.943900611686864
2018-09-04,46.48196185747163,53.85724794937458,51.76399846012464,70.98541245145005,51.45911694642128,87.05951173861258
2018-09-05,46.55989804584994,47.54285327103845,48.04285747846413,65.80582928770104,73.76498237449806,64.88853471271813
2018-09-06,55.80696067038326,51.348960801757265,56.67189272366364,58.56159103963252,61.702187211965196,57.87518395679628
2018-09-07,44.45960962826269,38.97384388650611,40.86925201935496,46.59119010106156,32.947812046808906,26.047226029788117
2018-09-08,33.28508831122684,45.106705636415725,22.86376308276293,24.783695445750045,14.423629734472875,-0.16380674227434255
2018-09-09,45.151996620249534,45.79355491908777,28.525673581727894,30.836227815089938,33.19030018315698,41.95002383760141
2018-09-10,55.20891579596149,41.37803330379089,40.598681558892515,50.18551818930955,48.3629509455615,31.634268152313695
